price,rooms,baths,square_feet,address
"$305,000",2 beds,2 beds,"2,866","3230 E Pinchot Ave #7, Phoenix, AZ 85018"
"$350,000",3 beds,3 beds,0.23,"1920 W Eugie Ave, Phoenix, AZ 85029"
"$385,000",3 beds,3 beds,"3,319","1102 W Peoria Ave #11, Phoenix, AZ 85029"
"$675,000",4 beds,4 beds,"6,380","4345 W Chama Dr, Glendale, AZ 85310"
"$330,000",2 beds,2 beds,"1,344","1920 E Bell Rd #1116, Phoenix, AZ 85022"
"$641,000",4 beds,4 beds,"2,100","6401 E Thunderbird Rd, Scottsdale, AZ 85254"
"$1,125,000",4 beds,4 beds,"8,800","16622 N 51st St, Scottsdale, AZ 85254"
"$500,000",2 beds,2 beds,"3,573","11229 S Tomah St, Phoenix, AZ 85044"
"$850,000",5 beds,5 beds,0.24,"16810 S 14th Dr, Phoenix, AZ 85045"
"$464,000",4 beds,4 beds,"1,716","8710 S 50th Dr, Laveen, AZ 85339"
"$416,000",4 beds,4 beds,"7,781","3347 W LA Salle St, Phoenix, AZ 85041"
"$925,000",6 beds,6 beds,"2,973","30 W Culver St, Phoenix, AZ 85003"
"$410,000",5 beds,5 beds,0.29,"2936 S 73rd Ln, Phoenix, AZ 85043"
"$1,450,000",4 beds,4 beds,"2,182","6310 E Montreal Pl, Scottsdale, AZ 85254"
"$760,000",5 beds,5 beds,"9,591","18321 N 28th Pl, Phoenix, AZ 85032"
"$389,000",3 beds,3 beds,"2,165","2641 W Gaby Rd, Phoenix, AZ 85041"
"$800,000",4 beds,4 beds,"5,921","4713 W Barko Ln, New River, AZ 85087"
"$265,900",4 beds,4 beds,—,"4350 W Maryland Ave, Glendale, AZ 85301"
"$495,000",3 beds,3 beds,"2,304","8555 S 40th Dr, Laveen, AZ 85339"
"$590,000",4 beds,4 beds,"2,029","4383 E Saint John Rd, Phoenix, AZ 85032"
"$204,000",2 beds,2 beds,"6,868","15439 N 28th St #1, Phoenix, AZ 85032"
"$725,000",6 beds,6 beds,870,"3345 W Montello Rd, Phoenix, AZ 85086"
"$1,350,000",5 beds,5 beds,846,"14203 N 70th Pl, Scottsdale, AZ 85254"
"$544,990",4 beds,4 beds,"3,637","7030 W Coles Rd, Laveen, AZ 85339"
"$590,990",5 beds,5 beds,"6,791","7051 W Winston Dr, Laveen, AZ 85339"
"$1,695,000",4 beds,4 beds,"3,655","4438 E Marion Way, Phoenix, AZ 85018"
"$375,000",3 beds,3 beds,"9,008","1610 W Eva St, Phoenix, AZ 85021"
"$572,990",4 beds,4 beds,"2,592","7040 W Winston Dr, Laveen, AZ 85339"
"$349,900",2 beds,2 beds,"8,394","6407 W Sonora St, Phoenix, AZ 85043"
"$220,000",1 bed,1 bed,"3,018","2228 N 52nd St #221, Phoenix, AZ 85008"
"$635,995",3 beds,3 beds,"6,500","4817 W Stargazer Pl, Laveen, AZ 85339"
"$485,000",4 beds,4 beds,"3,000","4924 W Leodra Ln, Laveen, AZ 85339"
"$449,900",4 beds,4 beds,0.56,"5224 W Shumway Farm Rd, Laveen, AZ 85339"
"$397,000",5 beds,5 beds,"1,894","2844 N 57th Dr, Phoenix, AZ 85035"
"$380,000",1 bed,1 bed,"6,734","475 N 9th St #310, Phoenix, AZ 85006"
"$895,000",4 beds,4 beds,"2,886","15833 N 51st Pl, Scottsdale, AZ 85254"
"$499,000",3 beds,3 beds,"6,500","40905 N 10th St, Phoenix, AZ 85086"
"$360,000",3 beds,3 beds,"1,002","6226 S 39th Ave, Phoenix, AZ 85041"
"$649,900",4 beds,4 beds,"5,319","3038 E Avalon Dr, Phoenix, AZ 85016"
"$559,900",3 beds,3 beds,660,"1117 E Garfield St, Phoenix, AZ 85006"
"$525,000",4 beds,4 beds,"2,510","42806 N Hudson Trl, Anthem, AZ 85086"
"$450,000",4 beds,4 beds,"7,200","2440 E Vista Dr, Phoenix, AZ 85032"
"$15,650,000",6 beds,6 beds,"3,033","4556 N 56th St, Phoenix, AZ 85018"
"$595,000",2 beds,2 beds,"6,642","5522 E Shaw Butte Dr, Scottsdale, AZ 85254"
"$575,000",2 beds,2 beds,"2,368","1 E Lexington Ave #601, Phoenix, AZ 85012"
"$985,000",3 beds,3 beds,"4,950","6522 E Camino de Los Ranchos --, Scottsdale, AZ 85254"
"$355,000",2 beds,2 beds,"2,182","5330 N 3rd Ave, Phoenix, AZ 85013"
"$330,000",2 beds,2 beds,0.28,"3326 W Wahalla Ln, Phoenix, AZ 85027"
"$285,000",3 beds,3 beds,744,"2912 E Monroe St, Phoenix, AZ 85034"
"$267,500",1 bed,1 bed,"2,487","12222 N Paradise Village Pkwy S #447, Phoenix, AZ 85032"
"$387,500",3 beds,3 beds,0.32,"4220 S 76th Ave, Phoenix, AZ 85043"
"$459,000",3 beds,3 beds,"1,843","1133 E Townley Ave, Phoenix, AZ 85020"
"$780,000",4 beds,4 beds,1.39,"3234 W Rapalo Rd, Phoenix, AZ 85086"
"$390,000",3 beds,3 beds,"1,510","3050 W Charter Oak Rd, Phoenix, AZ 85029"
"$499,000",3 beds,3 beds,"7,475","2022 N 40th St, Phoenix, AZ 85008"
"$649,900",3 beds,3 beds,"2,819","18819 N 39th Way, Phoenix, AZ 85050"
"$2,195,000",4 beds,4 beds,"6,887","1945 E Aurelius Ave, Phoenix, AZ 85020"
"$375,000",3 beds,3 beds,—,"2225 W Joan DE Arc Ave, Phoenix, AZ 85029"
"$285,000",2 beds,2 beds,"1,827","2929 W Cypress St, Phoenix, AZ 85009"
"$399,900",2 beds,2 beds,959,"1118 E Fern Dr S, Phoenix, AZ 85014"
"$725,000",5 beds,5 beds,"6,094","4953 W La Puente Ave, Laveen, AZ 85339"
"$530,000",7 beds,7 beds,"3,475","4546 N 111th Dr, Phoenix, AZ 85037"
"$295,000",2 beds,2 beds,"7,380","1129 S 10th St, Phoenix, AZ 85034"
"$174,000",2 beds,2 beds,"3,997","2233 E Behrend Dr #126, Phoenix, AZ 85024"
"$390,000",3 beds,3 beds,"7,500","3455 W Frier Dr, Phoenix, AZ 85051"
"$950,000",4 beds,4 beds,780,"31509 N 19th Ave, Phoenix, AZ 85085"
"$249,500",2 beds,2 beds,"6,670","3511 E Baseline Rd #1118, Phoenix, AZ 85042"
"$1,275,000",4 beds,4 beds,960,"2516 W Joy Ranch Rd, Phoenix, AZ 85086"
"$335,000",2 beds,2 beds,"1,152","3302 N 7th St #233, Phoenix, AZ 85014"
"$199,900",1 bed,1 bed,"1,494","3511 E Baseline Rd #1239, Phoenix, AZ 85042"
"$405,000",3 beds,3 beds,"9,091","9125 W Serrano St, Phoenix, AZ 85037"
"$490,000",4 beds,4 beds,"3,402","6122 W Fallen Leaf Ln, Glendale, AZ 85310"
"$2,150,000",4 beds,4 beds,0.25,"4132 N 44th Pl, Phoenix, AZ 85018"
"$395,000",3 beds,3 beds,890,"10709 N 36th Ave, Phoenix, AZ 85029"
"$379,000",2 beds,2 beds,"2,808","19809 N 49th Ave, Glendale, AZ 85308"
"$535,000",2 beds,2 beds,1.15,"6548 N Maryland Cir, Phoenix, AZ 85013"
"$2,200,000",5 beds,5 beds,"1,217","6310 E Dove Valley Rd, Cave Creek, AZ 85331"
"$549,900",4 beds,4 beds,578,"3912 E Sunnyside Dr, Phoenix, AZ 85028"
"$225,000",2 beds,2 beds,"1,564","11666 N 28th Dr #277, Phoenix, AZ 85029"
"$580,000",4 beds,4 beds,"6,041","3626 E Goldfinch Gate Ln, Phoenix, AZ 85044"
"$269,900",2 beds,2 beds,"2,018","6230 N 33rd Ave #120, Phoenix, AZ 85017"
"$425,000",2 beds,2 beds,"6,769","3411 N 36th Pl, Phoenix, AZ 85018"
"$500,000",3 beds,3 beds,"2,897","1610 W Lynwood St, Phoenix, AZ 85007"
"$1,599,000",4 beds,4 beds,"9,139","2817 E Elm St, Phoenix, AZ 85016"
"$227,000",1 bed,1 bed,"1,662","10610 S 48th St #2096, Phoenix, AZ 85044"
"$2,495,000",4 beds,4 beds,"7,361","5011 E Cheery Lynn Rd, Phoenix, AZ 85018"
"$2,050,000",4 beds,4 beds,"1,114","4501 E Cheery Lynn Rd, Phoenix, AZ 85018"
"$650,000",3 beds,3 beds,"3,706","8608 S 23rd Pl, Phoenix, AZ 85042"
"$295,000",2 beds,2 beds,"1,530","6348 N 7th Ave #11, Phoenix, AZ 85013"
"$399,000",3 beds,3 beds,"7,500","4201 W Townley Ave, Phoenix, AZ 85051"
"$625,000",4 beds,4 beds,"4,162","1402 E Briarwood Ter, Phoenix, AZ 85048"
"$260,000",2 beds,2 beds,1.17,"15601 N 27th St #11, Phoenix, AZ 85032"
"$1,399,999",4 beds,4 beds,"1,807","2053 N 37th Pl, Phoenix, AZ 85008"
"$399,900",1 bed,1 bed,"8,923","4540 N 44th St #44, Phoenix, AZ 85018"
"$950,000",4 beds,4 beds,874,"3229 E Clarendon Ave, Phoenix, AZ 85018"
"$480,000",5 beds,5 beds,"2,178","2337 W Maricopa St, Phoenix, AZ 85009"
"$589,990",3 beds,3 beds,"7,701","2247 W Paso Trl, Phoenix, AZ 85085"
"$464,900",3 beds,3 beds,975,"23853 N 39th Ln, Glendale, AZ 85310"
"$1,460,000",4 beds,4 beds,944,"42507 N Back Creek Way, Anthem, AZ 85086"
"$325,000",2 beds,2 beds,875,"11 E Vogel Ave, Phoenix, AZ 85020"
"$400,000",2 beds,2 beds,"6,530","4201 E Camelback Rd #29, Phoenix, AZ 85018"
"$615,000",3 beds,3 beds,"1,135","1101 E Wescott Dr, Phoenix, AZ 85024"
"$1,030,000",3 beds,3 beds,"2,663","3434 E Sells Dr, Phoenix, AZ 85018"
"$215,000",2 beds,2 beds,"9,187","6812 N 35th Ave Unit C, Phoenix, AZ 85017"
"$270,000",2 beds,2 beds,"1,790","1720 E Thunderbird Rd #1061, Phoenix, AZ 85022"
"$550,000",5 beds,5 beds,"6,817","3820 W Bloomfield Rd, Phoenix, AZ 85029"
"$1,035,000",4 beds,4 beds,987,"5102 E Larkspur Dr, Scottsdale, AZ 85254"
"$157,900",2 beds,2 beds,"1,172","2701 E Utopia Rd #201, Phoenix, AZ 85050"
"$898,900",2 beds,2 beds,886,"4202 N 41st Pl, Phoenix, AZ 85018"
"$299,990",2 beds,2 beds,"2,359","4836 S 20th Pl, Phoenix, AZ 85040"
"$415,000",5 beds,5 beds,"6,871","4826 N 63rd Ave, Phoenix, AZ 85033"
"$875,000",3 beds,3 beds,"2,244","3301 E Campbell Ave, Phoenix, AZ 85018"
"$656,995",4 beds,4 beds,0.33,"4832 W Stargazer Pl, Laveen, AZ 85339"
"$849,999",5 beds,5 beds,950,"1751 W Sienna Bouquet Pl, Phoenix, AZ 85085"
"$550,000",4 beds,4 beds,"2,500","16208 S 17th Dr, Phoenix, AZ 85045"
"$395,000",2 beds,2 beds,"1,050","4206 N 38th St #4, Phoenix, AZ 85018"
"$1,200,000",4 beds,4 beds,0.29,"43 E Desert Hills Dr, Phoenix, AZ 85086"
"$820,000",— beds,— beds,778,"1425 E Roosevelt St, Phoenix, AZ 85006"
"$355,000",3 beds,3 beds,"6,003","3830 E Lakewood Pkwy E #1158, Phoenix, AZ 85048"
"$470,000",3 beds,3 beds,"2,007","4129 E Zia St, Phoenix, AZ 85044"
"$325,000",3 beds,3 beds,"7,562","1021 W Lydia Ln, Phoenix, AZ 85041"
"$420,000",4 beds,4 beds,"1,764","9127 W Monte Vista Rd, Phoenix, AZ 85037"
"$480,000",3 beds,3 beds,"7,301","2701 E Villa Rita Dr, Phoenix, AZ 85032"
"$429,000",2 beds,2 beds,"2,024","4928 E Hazel Dr #3, Phoenix, AZ 85044"
"$300,000",4 beds,4 beds,"7,218","2913 W Almeria Rd, Phoenix, AZ 85009"
"$649,990",3 beds,3 beds,"2,836","25829 N 23rd Ave, Phoenix, AZ 85085"
"$395,000",3 beds,3 beds,"9,697","7417 W ST Catherine Ave, Laveen, AZ 85339"
"$415,000",3 beds,3 beds,"2,354","3243 E Maldonado Dr, Phoenix, AZ 85042"
"$440,000",2 beds,2 beds,"3,956","525 E Willetta St #9, Phoenix, AZ 85004"
"$849,999",3 beds,3 beds,910,"22608 N 39th Ter, Phoenix, AZ 85050"
"$500,000",2 beds,2 beds,"3,058","2329 N 12th St, Phoenix, AZ 85006"
"$995,000",4 beds,4 beds,1.00,"1426 W Port AU Prince Ln, Phoenix, AZ 85023"
"$260,000",1 bed,1 bed,—,"3807 N 30th St #43, Phoenix, AZ 85016"
"$599,995",4 beds,4 beds,"1,265","2202 W Berridge Ln, Phoenix, AZ 85015"
"$279,000",2 beds,2 beds,"1,948","2033 W Elm St, Phoenix, AZ 85015"
"$479,900",3 beds,3 beds,0.27,"4348 E Campo Bello Dr, Phoenix, AZ 85032"
"$449,500",5 beds,5 beds,"1,349","5701 W Hazelwood St, Phoenix, AZ 85031"
"$950,000",4 beds,4 beds,"4,344","16825 S 12th Way, Phoenix, AZ 85048"
"$499,500",2 beds,2 beds,"2,137","11245 S Shoshoni Dr, Phoenix, AZ 85044"
"$649,999",4 beds,4 beds,"3,040","14602 N 10th St, Phoenix, AZ 85022"
"$415,000",2 beds,2 beds,0.23,"4203 N 36th St #24, Phoenix, AZ 85018"
"$340,000",4 beds,4 beds,876,"3432 N 63rd Ave, Phoenix, AZ 85033"
"$589,000",4 beds,4 beds,"1,470","1212 E Desert Dr, Phoenix, AZ 85042"
"$340,000",2 beds,2 beds,910,"2611 W Emile Zola Ave W, Phoenix, AZ 85029"
"$560,000",3 beds,3 beds,"6,451","15649 S 43rd Pl, Phoenix, AZ 85048"
"$480,000",3 beds,3 beds,"2,084","9430 W Minnezona Ave, Phoenix, AZ 85037"
"$450,000",3 beds,3 beds,0.26,"5317 W Beautiful Ln, Laveen, AZ 85339"
"$245,500",2 beds,2 beds,"1,433","6565 N 19th Ave #7, Phoenix, AZ 85015"
"$419,900",4 beds,4 beds,"2,094","3730 W Hatcher Rd, Phoenix, AZ 85051"
"$1,900,000",4 beds,4 beds,"1,863","4540 E Via Los Caballos --, Phoenix, AZ 85028"
"$450,000",4 beds,4 beds,"6,155","6406 S 18th St, Phoenix, AZ 85042"
"$389,000",3 beds,3 beds,"1,924","4335 W Altadena Ave, Glendale, AZ 85304"
"$364,995",4 beds,4 beds,"5,625","3739 W Catalina Dr, Phoenix, AZ 85019"
"$399,000",3 beds,3 beds,"2,233","4912 W Tonto Rd, Glendale, AZ 85308"
"$389,900",2 beds,2 beds,"8,125","5122 E Shea Blvd #1047, Scottsdale, AZ 85254"
"$825,000",3 beds,3 beds,"1,152","110 E Harmont Dr, Phoenix, AZ 85020"
"$499,990",3 beds,3 beds,531,"2919 W Woodridge Dr, Phoenix, AZ 85053"
"$4,750,000",6 beds,6 beds,"2,189","5929 E Indian School Rd, Phoenix, AZ 85018"
"$375,000",3 beds,3 beds,"7,745","9620 N 43rd Dr, Glendale, AZ 85302"
"$529,000",4 beds,4 beds,"3,634","3220 W Cinnabar Ave, Phoenix, AZ 85051"
"$335,000",3 beds,3 beds,0.77,"8423 W Mackenzie Dr, Phoenix, AZ 85037"
"$869,000",3 beds,3 beds,"2,071","6332 E Crocus Dr, Scottsdale, AZ 85254"
"$310,000",2 beds,2 beds,"6,853","3830 E Lakewood Pkwy W #2166, Phoenix, AZ 85048"
"$1,488,000",5 beds,5 beds,"1,224","5131 N 34th Way, Phoenix, AZ 85018"
"$260,000",1 bed,1 bed,"6,364","4750 N Central Ave Unit B10, Phoenix, AZ 85012"
"$639,000",3 beds,3 beds,"1,696","1701 W Orchid Ln, Phoenix, AZ 85021"
"$795,000",1 bed,1 bed,"6,290","6502 N Central Ave Unit A202, Phoenix, AZ 85012"
"$419,900",4 beds,4 beds,"1,593","3639 W Charter Oak Rd, Phoenix, AZ 85029"
"$530,000",3 beds,3 beds,"4,706","5518 W Andrea Dr, Phoenix, AZ 85083"
"$750,000",4 beds,4 beds,"1,086","848 E Coral Gables Dr, Phoenix, AZ 85022"
"$750,000",3 beds,3 beds,"2,560","2323 N Central Ave #301, Phoenix, AZ 85004"
"$459,900",4 beds,4 beds,0.29,"14207 N 51st Dr, Glendale, AZ 85306"
"$395,000",2 beds,2 beds,"1,670","1829 E Cypress St, Phoenix, AZ 85006"
"$1,450,000",5 beds,5 beds,0.27,"3126 E Harwell Rd, Phoenix, AZ 85042"
"$1,125,000",3 beds,3 beds,"4,864","42010 N Harbour Town Ct, Anthem, AZ 85086"
"$375,000",3 beds,3 beds,0.56,"2202 W Runion Dr, Phoenix, AZ 85027"
"$479,000",4 beds,4 beds,"1,374","4407 W Maldonado Rd, Laveen, AZ 85339"
"$525,000",2 beds,2 beds,"9,209","117 W Glenrosa Ave, Phoenix, AZ 85013"
"$284,900",2 beds,2 beds,"1,876","10030 W Indian School Rd #213, Phoenix, AZ 85037"
"$325,000",1 bed,1 bed,"1,189","4644 N 22nd St #2149, Phoenix, AZ 85016"
"$685,000",3 beds,3 beds,"2,338","4922 W Carpenter Dr, New River, AZ 85087"
"$345,000",4 beds,4 beds,0.28,"1514 W Cochise Dr, Phoenix, AZ 85021"
"$620,000",3 beds,3 beds,"1,212","27413 N 16th Ln, Phoenix, AZ 85085"
"$415,000",3 beds,3 beds,"6,024","507 E Thunderbird Trl, Phoenix, AZ 85042"
"$385,000",1 bed,1 bed,"1,504","5450 E Deer Valley Dr #3190, Phoenix, AZ 85054"
"$699,000",3 beds,3 beds,"9,105","4634 E Happy Coyote Trl, Cave Creek, AZ 85331"
"$820,000",3 beds,3 beds,"1,881","24035 N 45th Dr, Glendale, AZ 85310"
"$539,000",4 beds,4 beds,0.27,"2425 W Crocus Dr, Phoenix, AZ 85023"
"$1,649,900",5 beds,5 beds,797,"13809 S 32nd Pl, Phoenix, AZ 85044"
"$598,000",3 beds,3 beds,"2,121","2310 W Bent Tree Dr, Phoenix, AZ 85085"
"$289,999",2 beds,2 beds,"7,684","2577 W Monte Cristo Ave, Phoenix, AZ 85023"
"$1,225,000",5 beds,5 beds,"2,424","2332 E Chama Dr, Phoenix, AZ 85024"
"$1,200,000",4 beds,4 beds,0.46,"5402 E Everett Dr, Scottsdale, AZ 85254"
"$365,000",3 beds,3 beds,"2,374","3208 W Lisbon Ln, Phoenix, AZ 85053"
"$700,000",4 beds,4 beds,"9,146","41821 N Bridlewood Way, Phoenix, AZ 85086"
"$420,000",3 beds,3 beds,"6,430","2606 E Fawn Dr, Phoenix, AZ 85042"
"$559,000",4 beds,4 beds,0.46,"7230 S 28th Ln, Phoenix, AZ 85041"
"$1,275,000",4 beds,4 beds,"2,313","1529 W Port AU Prince Ln, Phoenix, AZ 85023"
"$675,000",5 beds,5 beds,"6,246","7943 W Atlantis Way, Phoenix, AZ 85043"
"$447,990",4 beds,4 beds,"1,225","5610 W Willow Ridge Dr, Laveen, AZ 85339"
"$2,100,000",5 beds,5 beds,"1,272","4318 E Cheery Lynn Rd, Phoenix, AZ 85018"
"$430,990",3 beds,3 beds,"4,288","5618 W Willow Ridge Dr, Laveen, AZ 85339"
"$675,000",4 beds,4 beds,0.30,"35742 N 32nd Ln, Phoenix, AZ 85086"
"$490,000",3 beds,3 beds,"2,524","1215 E Cambridge Ave, Phoenix, AZ 85006"
"$860,075",4 beds,4 beds,0.33,"6045 E Ringtail Way, Phoenix, AZ 85054"
"$370,000",3 beds,3 beds,"1,263","7026 W Encanto Blvd, Phoenix, AZ 85035"
"$339,900",2 beds,2 beds,"6,138","2343 N 83rd Dr, Phoenix, AZ 85037"
"$349,000",3 beds,3 beds,"2,792","6621 W Miami St, Phoenix, AZ 85043"
"$310,000",3 beds,3 beds,"9,042","1720 W Claremont St, Phoenix, AZ 85015"
"$360,000",3 beds,3 beds,"1,309","4053 W Northview Ave, Phoenix, AZ 85051"
"$995,000",— beds,— beds,"5,808","1241 E Mckinley St, Phoenix, AZ 85006"
"$895,900",4 beds,4 beds,"2,595","14018 N 49th St, Scottsdale, AZ 85254"
"$380,000",3 beds,3 beds,"7,800","5650 W Vineyard Rd, Laveen, AZ 85339"
"$2,095,000",4 beds,4 beds,"3,875","6315 E Corrine Dr, Scottsdale, AZ 85254"
"$399,000",— beds,— beds,0.43,"2923 E Danbury Rd, Phoenix, AZ 85032"
"$510,000",3 beds,3 beds,"2,975","3809 W Misty Willow Ln, Glendale, AZ 85310"
"$599,995",3 beds,3 beds,"7,584","118 E Galvin St, Phoenix, AZ 85086"
"$1,050,000",2 beds,2 beds,"1,912","5205 N 25th Pl, Phoenix, AZ 85016"
"$165,000",2 beds,2 beds,"5,750","3901 E Pinnacle Peak Rd #42, Phoenix, AZ 85050"
"$1,099,000",4 beds,4 beds,"2,017","5102 E Presidio Rd, Scottsdale, AZ 85254"
"$230,000",3 beds,3 beds,0.34,"3645 N 69th Ave #22, Phoenix, AZ 85033"
"$98,000",3 beds,3 beds,700,"15601 N 19th Ave #143, Phoenix, AZ 85023"
"$329,000",3 beds,3 beds,960,"5421 W Burton Dr, Phoenix, AZ 85043"
"$429,999",4 beds,4 beds,21.43,"5617 S 30th Gln, Phoenix, AZ 85041"
"$405,000",4 beds,4 beds,"1,400","2543 E Marguerite Ave, Phoenix, AZ 85040"
"$1,350,000",5 beds,5 beds,"2,736","16236 N 51st St, Scottsdale, AZ 85254"
"$1,595,000",8 beds,8 beds,"1,840","3123 W Almeria Rd, Phoenix, AZ 85009"
"$351,900",3 beds,3 beds,"5,400","2028 N 78th Ave, Phoenix, AZ 85035"
"$450,000",3 beds,3 beds,"1,478","1937 W Northview Ave, Phoenix, AZ 85021"
"$1,199,000",5 beds,5 beds,"7,431","5520 E Muriel Dr, Scottsdale, AZ 85254"
"$390,000",3 beds,3 beds,"3,538","10934 W College Dr, Phoenix, AZ 85037"
"$800,000",— beds,— beds,"9,320","214 E Ruth Ave #311, Phoenix, AZ 85020"
"$525,000",2 beds,2 beds,—,"3935 E Rough Rider Rd #1016, Phoenix, AZ 85050"
"$329,000",2 beds,2 beds,"1,383","10333 W Calle Del Oro --, Phoenix, AZ 85037"
"$750,000",4 beds,4 beds,"2,176","3701 E Laurel Ln, Phoenix, AZ 85028"
"$290,000",2 beds,2 beds,"1,931","11026 N 28th Dr #73, Phoenix, AZ 85029"
"$182,000",1 bed,1 bed,"8,164","4545 N 67th Ave #1429, Phoenix, AZ 85033"
"$515,000",4 beds,4 beds,"4,056","15837 N 25th Ave, Phoenix, AZ 85023"
"$585,990",4 beds,4 beds,0.26,"29215 N 31st Ln, Phoenix, AZ 85083"
"$625,000",4 beds,4 beds,"1,902","1319 W Sells Dr W, Phoenix, AZ 85013"
"$599,000",3 beds,3 beds,"4,165","4606 E Monte Way, Phoenix, AZ 85044"
"$1,460,000",5 beds,5 beds,—,"2904 W Belmont Ave, Phoenix, AZ 85051"
"$650,000",5 beds,5 beds,"1,490","3418 W Ian Dr W, Laveen, AZ 85339"
"$750,000",3 beds,3 beds,744,"1032 E Irvine Rd, Phoenix, AZ 85086"
"$574,777",6 beds,6 beds,"1,030","6820 S 68th Dr, Laveen, AZ 85339"
"$375,000",3 beds,3 beds,"6,003","3302 E Taylor St, Phoenix, AZ 85008"
"$360,000",5 beds,5 beds,"2,158","2808 W Lawrence Ln, Phoenix, AZ 85051"
"$440,000",3 beds,3 beds,"7,075","4221 W Valley View Dr, Laveen, AZ 85339"
"$824,900",4 beds,4 beds,"1,036","2147 E Goldenrod St, Phoenix, AZ 85048"
"$223,000",1 bed,1 bed,769,"3230 E Pinchot Ave #2, Phoenix, AZ 85018"
"$485,000",3 beds,3 beds,697,"2937 W Anderson Dr, Phoenix, AZ 85053"
"$660,000",2 beds,2 beds,"1,851","15221 N Clubgate Dr #1150, Scottsdale, AZ 85254"
"$299,000",3 beds,3 beds,0.24,"7726 W Glenrosa Ave, Phoenix, AZ 85033"
"$349,900",3 beds,3 beds,"1,946","1024 S 3rd Ave, Phoenix, AZ 85003"
"$295,000",2 beds,2 beds,"5,175","16013 S Desert Foothills Pkwy #1140, Phoenix, AZ 85048"
"$739,900",4 beds,4 beds,"1,850","2020 E Taxidea Way, Phoenix, AZ 85048"
"$329,900",2 beds,2 beds,"9,270","9414 N 11th Pl, Phoenix, AZ 85020"
"$409,900",3 beds,3 beds,"1,686","5117 W Acoma Dr, Glendale, AZ 85306"
"$520,000",3 beds,3 beds,"6,347","3358 W Sousa Dr, Anthem, AZ 85086"
